campaignType,targetAudience,channels,estimatedDurationDays,teamSize,mediaBudget,externalCosts,fixedCosts,mainGoals,keyDeliverables,metrics,dependencies,risks,contingencyPercent,estimatedBudget
"Awareness","B2C","Social|Display",30,4,6000,2000,500,"Notoriété","Visuels;Landing","Impressions;Reach","Aucun","Faible engagement",8,12000
"Launch","B2B","Events|PR",155,10,40500,30500,4250,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",22,118000
"Branding","GenZ","Instagram|Influencer",44,4,10800,2450,640,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",12,19800
"Acquisition","B2C","SEA|Social",36,5,13200,2150,560,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC élevé",10,19800
"Awareness","B2B","LinkedIn|Webinar",62,4,8800,2700,540,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",10,18200
"Retention","B2C","App|Push",40,3,3200,840,250,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",8,8400
"Launch","SMB","Social|Influencer",32,6,19000,5000,1300,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",15,36000
"Branding","B2C","OOH|Social",72,7,11800,5200,880,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",12,23600
"Acquisition","GenZ","Social|Influencer",35,4,9800,1650,420,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",11,16200
"Awareness","B2C","Display|Video",50,3,7800,1300,380,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",9,14200
"Retention","Millennials","Email|Social",46,3,3600,1080,300,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",8,11600
"Launch","B2B","LinkedIn|Events",80,6,16000,14000,1750,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",15,46000
"Branding","SMB","Social|Email",58,5,7600,2300,600,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",11,19800
"Acquisition","B2C","SEA|Social",34,6,16000,2700,740,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",12,26200
"Awareness","B2B","PR|LinkedIn",62,3,5600,1550,410,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Faible reach",11,14200
"Retention","GenZ","App|Push",40,4,4000,900,320,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",9,11200
"Launch","B2C","Influencer|Social",32,6,22000,5600,1450,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",18,42000
"Branding","Millennials","Social|Events",85,8,15000,8200,1350,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",15,36000
"Acquisition","B2B","LinkedIn|SEA",50,6,24500,4700,1280,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",16,44000
"Awareness","B2C","Radio|Social",38,3,6400,1400,350,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",12,15200
"Retention","SMB","Email|Support",110,2,1500,450,170,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",6,6000
"Launch","B2B","Events|PR",165,11,42000,32000,4400,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",24,125000
"Branding","GenZ","Instagram|Influencer",46,4,11200,2550,660,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",13,20500
"Acquisition","B2C","SEA|Social",38,5,13800,2250,580,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC élevé",11,21200
"Awareness","B2B","LinkedIn|Webinar",64,4,9000,2800,560,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",11,19000
"Retention","B2C","App|Push",42,3,3400,860,260,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",9,8800
"Launch","SMB","Social|Influencer",34,6,19500,5100,1320,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",16,37200
"Branding","B2C","OOH|Social",75,7,12200,5400,900,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",13,24400
"Acquisition","GenZ","Social|Influencer",37,4,10000,1700,440,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",12,16800
"Awareness","B2C","Display|Video",52,3,8000,1350,390,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",9,14600
"Retention","Millennials","Email|Social",48,3,3800,1120,320,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",9,12000
"Launch","B2B","LinkedIn|Events",85,6,16500,14500,1800,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",16,47200
"Branding","SMB","Social|Email",60,5,8000,2400,620,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",12,19200
"Acquisition","B2C","SEA|Social",36,6,16500,2800,760,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",13,27000
"Awareness","B2B","PR|LinkedIn",64,3,5800,1600,420,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Faible reach",12,14800
"Retention","GenZ","App|Push",42,4,4200,920,340,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",10,11800
"Launch","B2C","Influencer|Social",34,6,22500,5700,1480,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",19,43200
"Branding","Millennials","Social|Events",90,8,15500,8400,1400,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",16,37200
"Acquisition","B2B","LinkedIn|SEA",52,6,25500,4900,1300,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",16,45200
"Awareness","B2C","Radio|Social",40,3,6600,1450,340,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",12,15600
"Retention","SMB","Email|Support",120,2,1600,480,180,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",6,6400
"Launch","B2B","Events|PR",175,12,44000,34000,4600,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",25,132000
"Acquisition","B2C","SEA|Social",34,6,12800,2600,620,"Ventes","Landing;Ads","CPA;CTR","SEO","CPC élevé",9,19000
"Awareness","B2C","Social|Display",30,4,7400,1550,420,"Notoriété","Visuels;Bannières","Impressions;Reach","Création","Faible reach",7,12000
"Retention","SMB","Email|CRM",70,2,1650,680,220,"Fidélisation","Emails;Programmes","Open rate;Churn","Support","Données incomplètes",6,5000
"Launch","B2B","LinkedIn|Events",102,7,15800,11250,1720,"Lancement produit","Event;Demo","Leads;Demos","Dev","Retard livraison",13,40500
"Branding","GenZ","TikTok|Influencer",36,4,9900,2250,560,"Notoriété","Shorts;UGC","Views;Engagement","Creators","Contenu rejeté",10,17200
"Acquisition","B2C","SEA|Display",31,6,11900,1920,490,"Conversions","Ads;Landing","CPA;ROAS","SEO","Concurrence CPC",9,17700
"Awareness","B2B","PR|LinkedIn",46,3,5480,1310,345,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture limitée",8,10800
"Retention","B2C","Email|SMS",25,3,2050,570,175,"Réachat","Offers;Reminders","Repeat rate;Open","DB","Opt-out",6,5700
"Launch","SMB","Email|SEA",53,5,17200,3920,930,"Trials","Landing;Emails","Sign-ups;CPA","Dev","Bug signup",12,30800
"Branding","Millennials","Social|Events",69,7,11100,6620,1020,"Image marque","Event;Content","Sentiment;Reach","Permits","Annulation event",12,26600
"Acquisition","B2B","LinkedIn|Email",57,6,21600,4320,1120,"Leads","Ads;Case studies","CPL;MQL","Sales","Cycle long",13,37200
"Awareness","B2C","Radio|Social",29,3,4980,1030,275,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",8,11600
"Retention","SMB","Support|Email",90,2,1180,365,135,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",6,4860
"Launch","B2B","Events|PR",130,9,32800,24700,3570,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",18,95200
"Branding","GenZ","Instagram|Influencer",37,4,9720,2220,560,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",10,17000
"Acquisition","B2C","SEA|Social",29,5,11800,1840,490,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC élevé",9,17400
"Awareness","B2B","LinkedIn|Webinar",55,4,7840,2360,470,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",8,15400
"Retention","B2C","App|Push",37,3,2760,760,225,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",7,7360
"Launch","SMB","Social|Influencer",23,6,16900,4380,1120,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",13,32400
"Branding","B2C","OOH|Social",63,6,10900,4740,780,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",10,21800
"Acquisition","GenZ","Social|Influencer",31,4,8920,1360,350,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",10,15000
"Awareness","B2C","Display|Video",47,3,7220,1190,330,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",8,13200
"Retention","Millennials","Email|Social",39,3,3080,920,260,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",7,10000
"Launch","B2B","LinkedIn|Events",66,6,12900,10800,1480,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",12,39600
"Branding","SMB","Social|Email",49,5,6280,1870,520,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",9,16200
"Acquisition","B2C","SEA|Social",29,6,13900,2480,640,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",10,22800
"Awareness","B2B","Display|PR",51,3,4280,1330,360,"Visibilité","Ads;Communiqué","Impressions;Mentions","Aucun","Faible reach",8,12000
"Retention","GenZ","App|Social",34,4,3340,780,270,"Engagement","In-app offers;Content","DAU;Retention","App team","Crash app",7,9480
"Launch","B2C","Social|SEA",25,6,19000,4850,1290,"Ventes initiales","Campagne;Landing","Sales;CPA","Stock","Retour produit élevé",14,35200
"Branding","Millennials","Social|PR",74,5,8520,3120,680,"Image de marque","Communiqué;Visuels","Sentiment;Reach","Agence PR","Mauvaise couverture",11,20800
"Acquisition","B2B","LinkedIn|SEA",44,6,20000,3920,1120,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",12,36000
"Awareness","B2C","TV|Social",92,9,73000,17800,3650,"Notoriété","Spot TV;Social","Reach;Impressions","Production","Coût production élevé",22,116000
"Retention","SMB","Email|Webinar",36,2,1950,840,235,"Fidélisation","Webinar;Follow-up","Attendance;NPS","Support","Faible participation",7,7600
"Launch","B2B","Events|LinkedIn",108,7,17000,11900,1720,"Lancement produit","Event;Brochure","Leads;Meetings","Dev release","Retard livraison",13,44200
"Branding","GenZ","TikTok|UGC",38,4,10000,2350,540,"Notoriété","UGC;Shorts","Views;Engagement","Creators","Contenu rejeté",10,17600
"Acquisition","B2C","SEA|Social",35,5,12400,1920,520,"Conversions","Landing;A/B tests","CPA;CTR","SEO","CPC élevé",9,18400
"Awareness","B2B","LinkedIn|Display",60,3,9600,2550,510,"Notoriété","Whitepaper;Ads","Impressions;CTR","Sales enablement","Faible reach",9,17000
"Retention","B2C","Email|SMS",32,3,2250,670,190,"Réachat","Offers;Reminders","Repeat rate;Open","DB update","Opt-out",7,6800
"Launch","SMB","Email|Events",78,7,15200,11950,1760,"Onboarding clients","Event;Docs","Sign-ups;Trials","Legal approval","Retard approbation",13,44200
"Branding","B2C","OOH|TV",98,8,12600,5480,930,"Notoriété locale","Affiches;Social","Reach;Recall","Permis locaux","Refus emplacement",12,27200
"Acquisition","GenZ","Social|Influencer",33,4,9200,1480,370,"Installations","Ads;Influencer","CPI;Engagement","App store","Rejet app",10,15400
"Awareness","B2C","Display|Video",50,3,7440,1220,340,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",8,13600
"Retention","Millennials","Email|Social",42,3,3280,980,280,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",8,11000
"Launch","B2B","LinkedIn|Webinar",70,6,14000,12000,1520,"Démonstrations","Webinar;Demo","Registrations;Demos","Dev","Bug produit",13,42400
"Branding","SMB","Social|Email",54,5,6800,2020,540,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",10,17600
"Acquisition","B2C","SEA|Social",32,6,14800,2620,700,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",11,24400
"Awareness","B2B","PR|LinkedIn",60,3,5200,1480,390,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Faible reach",10,13400
"Retention","GenZ","App|Push",38,4,3880,880,300,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",8,10800
"Launch","B2C","Influencer|Social",30,6,20500,5400,1350,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",16,39200
"Branding","Millennials","Social|Events",80,7,14200,7700,1230,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",14,33600
"Acquisition","B2B","LinkedIn|SEA",48,6,22800,4380,1230,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",14,40800
"Awareness","B2C","Radio|Social",36,3,5920,1270,330,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",10,14400
"Retention","SMB","Email|Support",102,2,1320,400,150,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",6,5400
"Launch","B2B","Events|PR",160,10,41200,31200,4220,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",23,118500
"Branding","GenZ","Instagram|Influencer",45,4,11000,2450,660,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",12,19800
"Acquisition","B2C","SEA|Social",38,5,13600,2220,560,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC élevé",11,21000
"Awareness","B2B","LinkedIn|Webinar",66,4,9200,2800,560,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",11,18800
"Retention","B2C","App|Push",44,3,3440,860,260,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",9,8800
"Launch","SMB","Social|Influencer",36,6,19600,5120,1330,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",16,37600
"Branding","B2C","OOH|Social",74,7,12400,5480,900,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",13,24800
"Acquisition","GenZ","Social|Influencer",36,4,10000,1720,440,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",12,16800
"Awareness","B2C","Display|Video",54,3,8040,1370,400,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",9,15000
"Retention","Millennials","Email|Social",50,3,3840,1160,320,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",9,12400
"Launch","B2B","LinkedIn|Events",90,6,16800,14800,1820,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",16,48800
"Branding","SMB","Social|Email",62,5,8200,2450,640,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",12,20400
"Acquisition","B2C","SEA|Social",36,6,17000,2850,780,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",13,27800
"Awareness","B2B","PR|LinkedIn",66,3,6000,1620,430,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Faible reach",12,15200
"Retention","GenZ","App|Push",44,4,4280,940,340,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",10,12000
"Launch","B2C","Influencer|Social",36,6,23000,5800,1500,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",19,44400
"Branding","Millennials","Social|Events",92,8,15800,8600,1420,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",16,38000
"Acquisition","B2B","LinkedIn|SEA",54,6,26000,5000,1320,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",17,46800
"Awareness","B2C","Radio|Social",42,3,6800,1500,360,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",13,16400
"Retention","SMB","Email|Support",125,2,1700,500,190,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",6,6800
"Launch","B2B","Events|PR",185,12,44500,34500,4650,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",26,138000
"Branding","GenZ","Instagram|Influencer",48,4,11600,2600,680,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",14,21200
"Acquisition","B2C","SEA|Social",40,5,14400,2350,600,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC élevé",12,23000
"Awareness","B2B","LinkedIn|Webinar",68,4,9400,2900,580,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",12,19600
"Retention","B2C","App|Push",46,3,3600,880,270,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",9,9200
"Launch","SMB","Social|Influencer",38,6,20000,5200,1350,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",17,38400
"Branding","B2C","OOH|Social",78,7,12800,5600,920,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",14,25600
"Acquisition","GenZ","Social|Influencer",38,4,10400,1800,460,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",13,17600
"Awareness","B2C","Display|Video",56,3,8200,1400,410,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",10,15400
"Retention","Millennials","Email|Social",52,3,4000,1200,340,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",10,12800
"Launch","B2B","LinkedIn|Events",95,6,17200,15200,1850,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",17,49600
"Branding","SMB","Social|Email",64,5,8400,2550,660,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",13,21200
"Acquisition","B2C","SEA|Social",38,6,17500,2950,800,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",14,28600
"Awareness","B2B","PR|LinkedIn",68,3,6200,1680,450,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Faible reach",13,15800
"Retention","GenZ","App|Push",46,4,4400,980,360,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",11,12400
"Launch","B2C","Influencer|Social",38,6,23500,5900,1520,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",20,45600
"Branding","Millennials","Social|Events",95,8,16200,8800,1450,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",17,38800
"Acquisition","B2B","LinkedIn|SEA",56,6,26800,5100,1340,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",17,48400
